% start	end	CellId	TxBytes	RxBytes
38	39	4	13699	13167
38	39	2	53046	53046
38	39	1	26040	26040
38	39	4	33372	33372
38	39	5	29393	29393
38	39	1	38007	37698
38	39	4	22568	22568
38	39	5	105800	105800
38	39	1	63784	63784
38	39	5	107535	107535
38	39	4	105800	105800
38	39	4	33070	33287
38	39	2	77993	77865
38	39	1	104625	105400
39	40	5	105600	105600
39	40	2	56804	56804
39	40	4	34608	34608
39	40	2	60501	60501
39	40	1	105763	105763
39	40	5	29393	29393
39	40	1	37080	37080
39	40	4	50099	49678
39	40	2	60968	60499
39	40	4	50098	50098
39	40	1	105600	105600
39	40	2	14896	14630
39	40	2	75475	75475
39	40	1	38007	38007
39	40	4	49678	50099
39	40	2	24738	24738
39	40	4	6202	6011
39	40	2	52624	52624
39	40	1	26040	26040
39	40	4	34298	34298
39	40	5	29526	28595
39	40	1	38007	38316
39	40	4	23653	23653
39	40	5	105800	105800
39	40	1	63784	63784
39	40	5	106000	106469
39	40	4	104085	103310
39	40	4	34608	34608
39	40	2	77013	77610
39	40	1	106174	105399
40	41	5	105676	105676
40	41	2	56358	56358
40	41	4	34607	34607
40	41	2	61439	60970
40	41	1	101125	101125
40	41	5	36036	35252
40	41	1	25389	25389
40	41	4	50098	50519
40	41	2	60970	60970
40	41	4	50099	50099
40	41	1	105597	105597
40	41	2	15029	14630
40	41	2	75819	75819
40	41	1	37389	37698
40	41	4	50519	50098
40	41	2	24738	24955
40	41	4	6399	6075
40	41	2	53046	53046
40	41	1	25823	25606
40	41	4	34917	34608
40	41	5	27398	26866
40	41	1	37698	37698
40	41	4	20419	20202
40	41	5	105800	105800
40	41	1	62846	62846
40	41	5	103934	103465
40	41	4	95325	96100
40	41	4	34608	34608
40	41	2	96133	96133
40	41	1	103850	103850
41	42	5	105800	105800
41	42	2	53046	53046
41	42	4	33372	33063
41	42	2	60970	60970
41	42	1	102300	102300
41	42	5	32368	32452
41	42	1	25172	25172
41	42	4	48415	47994
41	42	2	60970	61439
41	42	4	48415	48415
41	42	1	105800	105800
41	42	2	14896	14497
41	42	2	60969	60969
41	42	1	25717	25500
41	42	4	47994	48415
41	42	2	27387	27387
41	42	4	13734	13601
41	42	2	53046	52625
41	42	1	31685	31902
41	42	4	33063	33372
41	42	5	25669	24871
41	42	1	36770	36770
41	42	4	21973	21973
41	42	5	105800	105800
41	42	1	61908	61439
41	42	5	104587	104587
41	42	4	91450	91450
41	42	4	33372	33372
41	42	2	89524	89524
41	42	1	101525	102300
42	43	5	105800	105800
42	43	2	52625	52625
42	43	4	33372	33681
42	43	2	60501	60970
42	43	1	101525	101525
42	43	5	34467	34117
42	43	1	25172	25172
42	43	4	48415	48836
42	43	2	60501	60501
42	43	4	48835	48414
42	43	1	105891	105618
42	43	2	14896	14763
42	43	2	60970	60970
42	43	1	24953	25170
42	43	4	48836	48836
42	43	2	36153	36153
42	43	4	13697	13298
42	43	2	52624	52624
42	43	1	36771	36771
42	43	4	33681	33681
42	43	5	24871	24472
42	43	1	37080	36771
42	43	4	22785	22785
42	43	5	105800	105800
42	43	1	61439	61908
42	43	5	101773	101773
42	43	4	93000	92225
42	43	4	33371	33371
42	43	2	86521	85746
42	43	1	102299	102299
43	44	5	105800	105800
43	44	2	53046	52625
43	44	4	33681	33681
43	44	2	60970	60970
43	44	1	102299	101524
43	44	5	41230	41013
43	44	1	25172	25172
43	44	4	48835	48835
43	44	2	60970	60970
43	44	4	48836	48836
43	44	1	105645	105918
43	44	2	14896	14763
43	44	2	60970	60501
43	44	1	25172	25172
43	44	4	48835	48835
43	44	2	36462	36462
43	44	4	13832	13433
43	44	2	52625	53046
43	44	1	36770	36770
43	44	4	30848	30848
43	44	5	36099	34832
43	44	1	36771	36771
43	44	4	23002	23002
43	44	5	105800	105800
43	44	1	61439	61439
43	44	5	100835	101304
43	44	4	93000	93000
43	44	4	33681	33681
43	44	2	99975	100750
43	44	1	101525	101525
44	45	5	105800	105800
44	45	2	53045	53466
44	45	4	33680	33371
44	45	2	61439	61439
44	45	1	102300	102300
44	45	5	42098	41664
44	45	1	25172	25172
44	45	4	48836	48836
44	45	2	54629	54629
44	45	4	48415	48836
44	45	1	105800	105800
44	45	2	15162	14896
44	45	2	55686	56155
44	45	1	25389	25389
44	45	4	48836	48415
44	45	2	36771	36771
44	45	4	13832	13832
44	45	2	53467	53046
44	45	1	25901	25684
44	45	4	23002	23002
44	45	5	34048	33999
44	45	1	36771	37080
44	45	4	23002	23002
44	45	5	105800	105800
44	45	1	61908	61908
44	45	5	104118	103649
44	45	4	92225	93000
44	45	4	33681	33681
44	45	2	101524	101524
44	45	1	102300	102300
45	46	5	105800	105800
45	46	2	53046	53046
45	46	4	33990	34299
45	46	2	60970	60970
45	46	1	112161	112936
45	46	5	34181	34048
45	46	1	24955	24955
45	46	4	49678	49678
45	46	2	55893	55893
45	46	4	49677	49677
45	46	1	105800	105800
45	46	2	15029	14630
45	46	2	53467	53046
45	46	1	24955	24955
45	46	4	49678	49678
45	46	2	36462	36462
45	46	4	9433	9300
45	46	2	53045	53466
45	46	1	24955	24955
45	46	4	23219	23219
45	46	5	25536	25403
45	46	1	36461	36461
45	46	4	23436	23436
45	46	5	105800	105800
45	46	1	68990	68393
45	46	5	104587	104587
45	46	4	99819	99819
45	46	4	34299	33990
45	46	2	101525	101525
45	46	1	100749	100749
46	47	5	105800	105800
46	47	2	53046	53046
46	47	4	33681	33681
46	47	2	61439	60970
46	47	1	105800	105800
46	47	5	34320	34453
46	47	1	25172	25172
46	47	4	48835	48835
46	47	2	60970	60970
46	47	4	48836	48836
46	47	1	105955	105490
46	47	2	14896	14896
46	47	2	53046	53046
46	47	1	24955	24955
46	47	4	48836	49257
46	47	2	36770	36770
46	47	4	10399	10266
46	47	2	53046	53046
46	47	1	24955	25172
46	47	4	23219	23002
46	47	5	31633	31283
46	47	1	36771	36771
46	47	4	23002	23002
46	47	5	105800	105800
46	47	1	62592	62720
46	47	5	100366	100366
46	47	4	110868	110868
46	47	4	33680	33989
46	47	2	100750	100750
46	47	1	101525	101525
47	48	5	105800	105800
47	48	2	53045	53045
47	48	4	33372	33372
47	48	2	60970	61439
47	48	1	105800	105800
47	48	5	33915	33698
47	48	1	24955	24955
47	48	4	48415	47994
47	48	2	60970	60970
47	48	4	48415	48415
47	48	1	102741	103206
47	48	2	15029	14497
47	48	2	52624	53045
47	48	1	25172	25172
47	48	4	47993	47993
47	48	2	41365	41365
47	48	4	13565	13166
47	48	2	53046	52625
47	48	1	25172	24955
47	48	4	22568	22785
47	48	5	31696	31430
47	48	1	36771	36771
47	48	4	22785	22785
47	48	5	105800	105800
47	48	1	67497	67966
47	48	5	114895	114903
47	48	4	98438	98438
47	48	4	46569	46148
47	48	2	97178	96581
47	48	1	101525	100750
48	49	5	105800	105800
48	49	2	53467	53046
48	49	4	33681	33681
48	49	2	61439	61439
48	49	1	106585	106585
48	49	5	33415	32981
48	49	1	25389	25389
48	49	4	48836	49257
48	49	2	53766	53766
48	49	4	52642	52642
48	49	1	103075	102300
48	49	2	15029	14896
48	49	2	53467	53467
48	49	1	25172	24955
48	49	4	48836	48836
48	49	2	38196	38196
48	49	4	11849	11716
48	49	2	53045	53466
48	49	1	25172	25389
48	49	4	23002	23002
48	49	5	25669	25137
48	49	1	37080	36771
48	49	4	23002	22785
48	49	5	105800	105800
48	49	1	65365	65365
48	49	5	101665	102126
48	49	4	92999	92224
48	49	4	48415	48836
48	49	2	101714	101536
48	49	1	102299	103074
49	50	5	105800	105800
49	50	2	53046	53467
49	50	4	33680	33680
49	50	2	61439	61439
49	50	1	105015	105015
49	50	5	41664	41664
49	50	1	25172	25172
49	50	4	48835	48414
49	50	2	53046	53046
49	50	4	56280	56280
49	50	1	101524	102299
49	50	2	15162	14763
49	50	2	53467	53046
49	50	1	25389	25389
49	50	4	48836	48836
49	50	2	36771	36771
49	50	4	12525	12525
49	50	2	53467	53467
49	50	1	25389	25172
49	50	4	23002	23002
49	50	5	25004	25004
49	50	1	36770	37079
49	50	4	22785	23002
49	50	5	103157	103157
49	50	1	61908	61908
49	50	5	102711	102242
49	50	4	93000	93000
49	50	4	35106	35106
49	50	2	100750	101525
49	50	1	102300	101525
50	51	5	105800	105800
50	51	2	59271	59271
50	51	4	22285	22285
50	51	2	64253	64253
50	51	1	105711	105711
50	51	5	40145	40145
50	51	1	24087	23870
50	51	4	48415	48836
50	51	2	55993	55572
50	51	4	56280	55811
50	51	1	96875	96875
50	51	1	19852	19852
50	51	2	55571	55992
50	51	1	23870	23870
50	51	4	48414	48414
50	51	2	38316	38316
50	51	4	13832	13699
50	51	2	55572	55572
50	51	1	23870	23870
50	51	4	32275	32275
50	51	5	37212	36645
50	51	1	34917	34917
50	51	4	23002	23002
50	51	5	99428	98959
50	51	1	70912	70912
50	51	5	98959	99428
50	51	4	92225	93000
50	51	4	33681	33372
50	51	2	106950	106175
50	51	1	96100	96875
51	52	5	105800	105800
51	52	2	61654	61654
51	52	4	23001	23001
51	52	2	69412	69412
51	52	1	106329	106329
51	52	5	40796	40579
51	52	1	22568	22568
51	52	4	48836	48836
51	52	2	64911	65332
51	52	4	51715	51763
51	52	1	91450	91450
51	52	1	22568	22568
51	52	2	55101	54792
51	52	1	22568	22568
51	52	4	48836	48836
51	52	2	41715	41715
51	52	4	13832	13300
51	52	2	60623	60202
51	52	1	22568	22785
51	52	4	33681	33681
51	52	5	40579	40362
51	52	1	33063	33063
51	52	4	22785	22785
51	52	5	99428	99897
51	52	1	70446	69849
51	52	5	99897	99428
51	52	4	92999	92224
51	52	4	33372	33681
51	52	2	110459	111234
51	52	1	91449	91449
52	53	5	105800	105800
52	53	2	54307	54307
52	53	4	23002	22785
52	53	2	61812	61391
52	53	1	105362	105362
52	53	5	40796	40796
52	53	1	24521	24738
52	53	4	48415	48415
52	53	2	58426	58426
52	53	4	51214	51166
52	53	1	99974	99199
52	53	2	18082	17732
52	53	2	49717	50026
52	53	1	24738	24521
52	53	4	48836	48836
52	53	2	34648	34648
52	53	4	13699	13699
52	53	2	54309	54730
52	53	1	24521	24521
52	53	4	33372	33372
52	53	5	40796	40796
52	53	1	36153	36153
52	53	4	23002	23002
52	53	5	100835	100366
52	53	1	76416	77013
52	53	5	115036	115044
52	53	4	92225	93000
52	53	4	33681	33681
52	53	2	102045	102045
52	53	1	99975	99975
53	54	5	105800	105800
53	54	2	60045	59576
53	54	4	23002	23219
53	54	2	52625	53046
53	54	1	101658	101658
53	54	5	37828	37394
53	54	1	25389	25389
53	54	4	49256	48835
53	54	2	58952	58952
53	54	4	56280	56749
53	54	1	102300	103075
53	54	2	14896	14896
53	54	2	53046	53046
53	54	1	25389	25389
53	54	4	48835	48835
53	54	2	24953	24736
53	54	4	13832	13699
53	54	2	52625	52625
53	54	1	25606	25389
53	54	4	22778	22778
53	54	5	42315	41881
53	54	1	37079	37079
53	54	4	23002	23002
53	54	5	103649	103649
53	54	1	79400	78803
53	54	5	105800	105800
53	54	4	93000	93000
53	54	4	33681	33372
53	54	2	109748	109748
53	54	1	102300	102300
54	55	5	105800	105800
54	55	2	58112	58160
54	55	4	22785	22785
54	55	2	53465	53465
54	55	1	103075	102300
54	55	5	25137	24605
54	55	1	25389	25389
54	55	4	48415	48836
54	55	2	61439	61439
54	55	4	55810	55810
54	55	1	102300	102300
54	55	2	15029	14497
54	55	2	49260	48951
54	55	1	25389	25172
54	55	4	48836	48836
54	55	2	24955	25172
54	55	4	13832	13699
54	55	2	53466	53466
54	55	1	25172	25389
54	55	4	23002	23002
54	55	5	41664	41230
54	55	1	37080	37080
54	55	4	25526	25217
54	55	5	102711	102711
54	55	1	78803	79400
54	55	5	105800	105800
54	55	4	88717	88120
54	55	4	33372	33681
54	55	2	106083	106083
54	55	1	103075	103075
55	56	5	105800	105800
55	56	2	53465	53886
55	56	4	23002	23002
55	56	2	59460	59460
55	56	1	102300	103075
55	56	5	25536	25270
55	56	1	25389	25389
55	56	4	48415	48415
55	56	2	61908	61908
55	56	4	56280	55811
55	56	1	103075	102300
55	56	2	13283	13017
55	56	2	50501	50389
55	56	1	25389	25172
55	56	4	48415	48415
55	56	2	25389	25172
55	56	4	13832	13566
55	56	2	53888	53888
55	56	1	25389	25172
55	56	4	22785	22785
55	56	5	35271	34571
55	56	1	37080	37080
55	56	4	33372	33681
55	56	5	104587	105056
55	56	1	78804	78804
55	56	5	105800	105800
55	56	4	71042	71639
55	56	4	33372	33372
55	56	2	105960	105960
55	56	1	102299	102299
56	57	5	105800	105800
56	57	2	61045	61045
56	57	4	23002	22785
56	57	2	70349	70349
56	57	1	94549	93774
56	57	5	25270	24605
56	57	1	23219	23219
56	57	4	48835	48835
56	57	2	70350	70350
56	57	4	69506	69975
56	57	1	93774	94549
56	57	1	21218	21137
56	57	2	44793	44905
56	57	1	23219	23436
56	57	4	48835	48835
56	57	2	32305	32522
56	57	4	13832	13832
56	57	2	61045	60624
56	57	1	22083	21623
56	57	4	15351	15134
56	57	5	25270	25270
56	57	1	34299	34299
56	57	4	33681	33681
56	57	5	103180	103180
56	57	1	76404	75629
56	57	5	105800	105800
56	57	4	71043	71043
56	57	4	33680	33680
56	57	2	105600	105600
56	57	1	94550	94550
57	58	5	105802	105802
57	58	2	61466	61466
57	58	4	21266	21483
57	58	2	70656	70656
57	58	1	91450	92225
57	58	5	20895	20230
57	58	1	23002	23002
57	58	4	45889	45889
57	58	2	71125	71125
57	58	4	56753	56753
57	58	1	92417	92417
57	58	1	22877	22660
57	58	2	42333	42333
57	58	1	22876	22876
57	58	4	45468	45468
57	58	2	29524	29524
57	58	4	12901	12635
57	58	2	61465	61465
57	58	1	21196	21196
57	58	4	12901	12635
57	58	5	31787	31521
57	58	1	33482	33482
57	58	4	31518	31209
57	58	5	114895	114895
57	58	1	92225	92225
57	58	5	101600	102061
57	58	4	67460	67460
57	58	4	31369	31369
57	58	2	105738	105738
57	58	1	92225	92225
58	59	5	105800	105800
58	59	2	57676	57676
58	59	4	22785	22785
58	59	2	66596	66596
58	59	1	96875	96875
58	59	5	25137	25004
58	59	1	23870	23870
58	59	4	48415	48415
58	59	2	66598	66598
58	59	4	63233	63233
58	59	1	96873	96098
58	59	1	23870	23870
58	59	2	39551	39860
58	59	1	23870	23870
58	59	4	48415	48415
58	59	2	27342	27125
58	59	4	13699	13566
58	59	2	57677	57677
58	59	2	11648	11353
58	59	4	13699	13566
58	59	5	25270	25137
58	59	1	34917	34917
58	59	4	33372	33372
58	59	5	105800	105800
58	59	1	96098	96873
58	59	5	103649	103180
58	59	4	78467	78467
58	59	4	33372	33372
58	59	2	105618	105618
58	59	1	87010	87010
59	60	5	105800	105800
59	60	2	63916	63447
59	60	4	23002	23002
59	60	2	63315	63315
59	60	1	87849	87252
59	60	5	42259	41909
59	60	1	24087	24087
59	60	4	48835	48835
59	60	2	71506	71506
59	60	4	71640	71043
59	60	1	96875	97650
59	60	1	23870	24087
59	60	2	25965	25965
59	60	1	24087	24087
59	60	4	48836	48836
59	60	2	25823	25823
59	60	4	13832	13167
59	60	2	54729	55150
59	60	1	13114	13033
59	60	4	13832	13832
59	60	2	26854	26189
59	60	1	35226	35226
59	60	4	33372	33681
59	60	5	105814	105814
59	60	1	97650	96875
59	60	5	108808	108808
59	60	4	74832	74832
59	60	4	33681	33681
59	60	2	105891	105891
59	60	1	75221	75221
60	61	5	105800	105800
60	61	2	51121	51590
60	61	4	26411	26411
60	61	2	51590	51590
60	61	1	86565	87162
60	61	5	59227	59444
60	61	1	27776	27776
60	61	4	48415	47994
60	61	2	59271	58802
60	61	4	70445	71042
60	61	1	113150	112375
60	61	2	13924	13574
60	61	2	21049	21049
60	61	1	27993	27776
60	61	4	48414	48414
60	61	2	20832	21049
60	61	4	13566	13167
60	61	2	44626	44205
60	61	2	10311	9932
60	61	4	13433	13433
60	61	2	24768	24768
60	61	1	40788	40788
60	61	4	38500	38500
60	61	5	105810	105810
60	61	1	113150	113150
60	61	5	107853	107731
60	61	4	71043	70446
60	61	4	33372	33372
60	61	2	105801	105801
60	61	1	106869	106869
61	62	5	105800	105800
61	62	2	52059	52059
61	62	4	34608	34299
61	62	2	51590	51590
61	62	1	90743	90743
61	62	5	39899	39500
61	62	1	29078	29078
61	62	4	49678	50099
61	62	2	65029	64901
61	62	4	62680	62211
61	62	1	106295	107070
61	62	2	12768	12502
61	62	2	21266	20832
61	62	1	21714	21581
61	62	4	49678	49678
61	62	2	21266	21266
61	62	4	14098	13699
61	62	2	45047	45468
61	62	2	5751	5427
61	62	4	5994	5832
61	62	2	29388	29388
61	62	1	42641	42332
61	62	4	50099	50099
61	62	5	105800	105800
61	62	1	105334	106109
61	62	5	106000	106000
61	62	4	72833	73430
61	62	4	34299	34299
61	62	2	105600	105600
61	62	1	103181	103181
62	63	5	105800	105800
62	63	2	51590	51121
62	63	4	36771	36771
62	63	2	51590	51590
62	63	1	88355	87758
62	63	5	39900	39634
62	63	1	28210	28210
62	63	4	53466	53045
62	63	2	65073	65670
62	63	4	61439	61908
62	63	1	106117	106117
62	63	2	14511	14511
62	63	2	20832	21049
62	63	1	2926	2793
62	63	4	53467	53467
62	63	2	21049	21049
62	63	4	11809	11809
62	63	2	44205	44205
62	63	2	5751	5508
62	63	4	26127	25910
62	63	2	31459	31459
62	63	1	55247	55135
62	63	4	53046	53046
62	63	5	105800	105800
62	63	1	106326	106326
62	63	5	106000	106000
62	63	4	78206	78206
62	63	4	36771	36771
62	63	2	105600	105600
62	63	1	87759	87759
63	64	5	105800	105800
63	64	2	51590	52059
63	64	4	34917	35226
63	64	2	51590	51590
63	64	1	102683	103280
63	64	5	39900	39767
63	64	1	33201	32984
63	64	4	50520	50941
63	64	2	65670	65670
63	64	4	58625	58156
63	64	1	106083	105517
63	64	2	21048	21048
63	64	2	21266	21049
63	64	4	50940	50940
63	64	2	21049	21049
63	64	4	6480	6318
63	64	2	45046	45046
63	64	2	5751	5508
63	64	4	6561	6318
63	64	2	30900	30900
63	64	1	60273	60694
63	64	4	50941	50941
63	64	5	105800	105800
63	64	1	105308	105308
63	64	5	106000	106000
63	64	4	74625	74625
63	64	4	35226	34917
63	64	2	105600	105600
63	64	1	103279	103279
